localhost:80 127.0.0.1 - - [09/Jul/2020:11:55:19 +0000] "GET /utility/tasks?notrigger=1&key=7978abcd&pid=1982935723 HTTP/1.1" 200 587 "-" "-"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:02 +0000] "GET / HTTP/1.1" 200 10096 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesbasic/externals/styles/emoji.css?c=75 HTTP/1.1" 200 2715 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesbasic/externals/styles/mention/jquery.mentionsInput.css?c=75 HTTP/1.1" 200 1017 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /externals/font-awesome/css/all.min.css?c=75 HTTP/1.1" 200 12763 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesadvancedcomment/externals/styles/styles.css?c=75 HTTP/1.1" 200 4726 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesadvancedactivity/externals/styles/styles.css?c=75 HTTP/1.1" 200 18573 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesbasic/externals/styles/customscrollbar.css?c=75 HTTP/1.1" 200 5914 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesbasic/externals/styles/tooltip/tooltipster.css?c=75 HTTP/1.1" 200 3533 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesbasic/externals/styles/styles.css?c=75 HTTP/1.1" 200 3646 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sespwa/externals/styles/styles.css?c=75 HTTP/1.1" 200 1606 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesbasic/externals/styles/medialightbox.css?c=75 HTTP/1.1" 200 3396 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Sesevent/externals/styles/styles.css?c=75 HTTP/1.1" 200 18217 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /externals/chootools/chootools.js?c=75 HTTP/1.1" 200 8777 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /externals/mootools/mootools-core-1.4.5-full-compat-yc.js?c=75 HTTP/1.1" 200 31525 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /externals/jQuery/jquery.min.js?c=75 HTTP/1.1" 200 34209 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/Core/externals/scripts/core.js?c=75 HTTP/1.1" 200 6836 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /application/modules/User/externals/scripts/core.js?c=75 HTTP/1.1" 200 2374 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /externals/mootools/mootools-more-1.4.0.1-full-compat-yc.js?c=75 HTTP/1.1" 200 43771 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /externals/scrollbars/scrollbars.min.js?c=75 HTTP/1.1" 200 3277 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:22 +0000] "GET /externals/smoothbox/smoothbox4.js?c=75 HTTP/1.1" 200 4218 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
localhost:80 192.168.208.1 - - [09/Jul/2020:11:55:23 +0000] "GET /application/modules/Sesbasic/externals/scripts/tooltip.js?c=75 HTTP/1.1" 200 6776 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
